,Comment,id,date,Pos,Neg,Neu
19,So it feels more like a BMW now when driving. That’s a good thing . The current X3 which is just an LCi is still the class leader as it was for a while now. As usual the interior will date quicker than a BMW and then everyone will complain how Merc is losing their build quality . Then the new X3 new generation will come out next year and still be the best but then miles ahead. Between these two brands it’s a cycle that goes on and on and that’s a good thing. It would be nice to review the Glc from a driving point of view but then by default the reviewer will say it’s nice and if you prefer an engaging drive then the x3 is the one. Also when it comes to interiors once more they will say this new glc ( which is a higher trim level and not the standard one) has a wow factor but the BMW build quality is a bit better.  Once you play with colours inside and configure the colour ways and add optional this and that you can make a alright build quality seem great . Perceived quality is the way things are now. No one talks about the exterior of the glc and it’s side view which is really not great.  The x3 even as old as it is is still the leader. However if there was no x3 then this glc is better than a Q5 most definitely .,"
 @ainsleyveeran4299
 ",3 months ago,0.194,0.033,0.773
20,"With that interior, Mercedes will continue hopping to get on ""that throne"" :)","
 @ian2183
 ",9 months ago,0.2,0.0,0.8
21,I enjoyed watching the Video Review. The New Model looks even better now particularly featuring the New Infotainment System as seen In the S-Class Saloon,"
 @jamiep61
 ",9 months ago,0.22,0.0,0.78
22,"Has it been confirmed if the base model of the new GLC will start at 54k in the US?
If so, it's way more expensive that the base models X3 and Q5.","
 @enriquesinghjr
 ",9 months ago (edited),0.0,0.0,1.0
23,"It's indeed a beautiful car, and its interior is one of the best, including the looks. However, I still prefer saloons and estates, they're just better for the planet!","
 @josephmarsh8235
 ",9 months ago (edited),0.32,0.0,0.68
24,Everyone was making review of this gorgeous beauty but Autotrader yet always make a review different and exciting from rest. Appreciate Autotrader love your channel from deepest of my hear,"
 @luxuryhub1323
 ",9 months ago,0.441,0.0,0.559
25,"Does anyone know if all the new GLC models come with the large central screen, I see some pictures of them still with the smaller screen above the air vents but not sure if that is just the older model","
 @fernandotorres3715
 ",7 months ago,0.0,0.06,0.94
26,Can't wait for GLC43... Hope it'll look  like 2023 C43 AMG,"
 @sizakelecomfortmtshweni9530
 ",9 months ago,0.375,0.0,0.625
27,How did Tesla ever get into comparisons as being a luxury car to benchmark against Mercedes? ,"
 @christianolsen9781
 ",9 months ago,0.0,0.0,1.0
28,"When is the coupe version coming?


And while I’m at it, I drove the 220d version last February. It was comfortable and well appointed, but god was it a sluggard. Most annoyingly it had those pointless side steps fitted and all they did was get my trousers covered in road muck every time I went to exit it.","
 @PhilbyFavourites
 ",9 months ago,0.109,0.0,0.891
29,"i brought a brand new glc this january. after test drive the new c class when i get my service down, i feel like the new glc might not be a better car than the one i have. the brakes in new c is terrible and all the button is no longer physical button but rather touch. and all the ac control on the screen are just unacceptable. hey mercedes can do most of the work for you but i still love physical buttons","
 @qupeter1224
 ",7 months ago,0.088,0.109,0.803
30,I prefer Rory doing the reviews.. he's more subjective and seems to understand cars more,"
 @S.D1010
 ",9 months ago,0.0,0.0,1.0
31,"So yes Mercedes will probably lease a lot of these cars. Looks wise , nah others do it better . Apart from thr seat function , again seen that elsewhere. Having run a 21 plate Hybrid GLA for six months I was dissatisfied with the mpg compared to my 2.0 tsi Ateca. However wonderful review , thank you.","
 @paulcolmer9046
 ",9 months ago,0.292,0.06,0.647
32,I still think the new 2023 BMW iX1 is a better vehicle....and better looking too. Not sure about the melted butter look of the Merc. Nice review too....,"
 @xorbitman
 ",9 months ago,0.264,0.06,0.676
33,282 miles per gallon? That sounds a bit too good to be true haha,"
 @matthijs3134
 ",9 months ago,0.465,0.0,0.535
34,"My favorite suv is the GLE coupe, even though I can't afford it .","
 @sizweshongwe331
 ",9 months ago,0.214,0.0,0.786
35,Doing great Alex!,"
 @xj7177
 ",9 months ago,0.687,0.0,0.313
36,LOVE IT,"
 @tommyolsen8224
 ",8 months ago,0.808,0.0,0.192
37,The GLC43 is the one after - will wait for that.,"
 @Will85M
 ",9 months ago,0.0,0.0,1.0
38,"Quite a fan of her tbh :)

Well done!!","
 @aqh.01
 ",9 months ago,0.623,0.0,0.377
39,nice review ,"
 @ranjanbisht4893
 ",8 months ago,0.737,0.0,0.263
40,"Maybe on the next family SUV she should present with Rory, let’s see them show the practicality for both spouse on a daily setting","
 @ElikeIke
 ",9 months ago,0.0,0.0,1.0
41,"282 miles per gallon? Thank you very much girl, I'm going straight to the Mercedes dealer.","
 @Imaveryniceguy
 ",9 months ago,0.239,0.0,0.761
42,"Good job Alex! Love your review, sharp as always.","
 @michaelindrasetiadi
 ",9 months ago,0.514,0.0,0.486
43,what do you recommend bw this GLC and GT Sportage. You have driven both right ? Please advise thanks,"
 @manuoz3545
 ",8 months ago,0.429,0.0,0.571
44,"I love her reviews, I think she will bring in more female viewers to the channel and diversify it ️","
 @sibusisothabethe3109
 ",9 months ago,0.208,0.0,0.792
45,"The seats are most probably vinyl, not leather. Plastic.  Mercedes call it Artico if I remember correctly. Very nice and almost convincing but, in all honesty, a bit low rent. They usually do offer real leather as an extra cost luxury option.","
 @hedydd2
 ",9 months ago (edited),0.172,0.057,0.771
46,Nice review!,"
 @youme1414
 ",9 months ago,0.756,0.0,0.244
47,JDMs now really have to step up their games cuz this compact SUVs just blows them out of competition.,"
 @long_fellow
 ",7 months ago,0.0,0.0,1.0
48,I love it it's very practical,"
 @silverarrow2013
 ",9 months ago,0.512,0.0,0.488
49,I don’t think previous GLC had the best driving dynamics compared to the likes of Porsche Macan,"
 @ssisakl
 ",9 months ago,0.412,0.0,0.588
50,So  incredibly beautiful,"
 @agustinliden6189
 ",9 months ago,0.691,0.0,0.309
51,"I like this host, keep it up","
 @hxvideo
 ",9 months ago,0.333,0.0,0.667
52,Why isn't the AIRMATIC adaptive suspension going to be available on UK cars like it will be in other markets?,"
 @joshbacon8241
 ",9 months ago (edited),0.116,0.0,0.884
53,In the early 80s Canada had the Mazda GLC (Great Little Car)!,"
 @donaldskinner1747
 ",9 months ago,0.0,0.0,1.0
54,"I really think this generation, the lexus nx takes the cake","
 @psumiz
 ",9 months ago,0.0,0.0,1.0
55,Alex is really good.,"
 @ibrahimmoss
 ",9 months ago (edited),0.516,0.0,0.484
56,"it's a big big YES from me, too.","
 @1990Neman
 ",7 months ago,0.364,0.0,0.636
57,Now I’m torn between SUV or sedan since both have amazing interior,"
 @artsyhyd
 ",8 months ago,0.241,0.127,0.633
58,I remember the old GLC very well.....Run by a bloke called Ken Livingstone I believe.  ,"
 @skeelo69
 ",9 months ago,0.0,0.0,1.0
59,Rory you got competition my guy ,"
 @jamalrajput5589
 ",9 months ago,0.0,0.0,1.0
60,"Wait, did you really say 282 miles per gallon? Does that mean it can go 5,000 miles on a tank of gas? That would make this the most efficient vehicle in human history.. And if it's not that, what else does the 282 number mean, is that the range?, I hope not b/c that would be terrible","
 @paulbradbury5792
 ",9 months ago (edited),0.126,0.05,0.823
61,"Like the design, just too small","
 @MrFazzs
 ",9 months ago,0.333,0.0,0.667
62,"Hey, the GOAT Rory need a break from time to time.","
 @DroneStrike1776
 ",9 months ago,0.0,0.0,1.0
63,282 miles/gallon....seems to be unreal,"
 @travelescape3062
 ",9 months ago,0.0,0.0,1.0
64,"Sadly, Mercedes build quality have been shocking considering - and I'd opinion them as - they are the most premium German car manufacturer out of the top 3.  I find on their current range, the latch for the glove compartment levers are flimsy, so eventually breaks and the only way to then access the glove compartment is, to sit on the driver's side and without lifting the latch, to pull it towards you, and then lifting it.  Also, these electric tailgates are a huge faff which I could do without.  On their tall hatch back cars, I find that the bolts eventually give way and the hydraulic arms then no longer support the tailgate as it should.  So you end up driving the car with the entire weight of the tailgate resting on the bumper, which means, everytime you drive, you can hear squeeky noise coming from the back and much worse, you can end up with some cracked tail lights.

Lastly, the mood lightling?  Please!  These are features that again, one can do without.  The mood lighting looks aftermarket and so chincy.  If you've never driven a car with it, you may jump onto the hype of wanting to buy a car with one.  But once you have it, the novelty wears of extremely quickly and then, you'd start to regret your decision into why you've bought this feature in the first place, and how you wished you'd just save the money.  Put it this way, mood lighting is as useless as the panoramic sunroof: both of which, you as a driver can never or will ever enjoy.

And this is my honest opion about Mercedes, whether you like it or not.","
 @tajulislam1522
 ",9 months ago,0.078,0.05,0.873
65,"It feels like a small suv well, cause it IS a small suv","
 @hanialzaid8460
 ",7 months ago,0.338,0.0,0.662
66,"Rory who ??!!  J/k... Loving Alex and her style and presentation, a welcomed fresh spring air","
 @lmc333
 ",9 months ago,0.443,0.0,0.557
67,"Positioning / design of side mirrors to reduce noise / improve efficiency is clever, but it is also a completely standard and universal consideration on any decent car. It is like saying it is clever the car has a steering wheel. ""Which does 0 - 62 in 5.6"", might be a quirky way to assume people know it means mph and seconds but is sloppy and shows wider ignorance, in my opinion. Especially when 'litres' is repeated twice in the same sentence. Someone looking to put three child seats in the back will want to know if it can be done for sure (what a car review could be useful for and mention rival models that achieve this) not what someone 'reckons'. The car selects 'perfect position' for height but in the clip it seems to challenge her reach - a bit ambiguous. 'It turns out the car can do what it is meant to do, it can actually go off road' is introduced through commentary on the infotainment system instead of when reviewing its engine/handling/ performance making it seem contrived to me. Personally, I don't have confidence in this presentation.","
 @librapondo_
 ",7 months ago (edited),0.149,0.033,0.817
68,I like Rory and Alex. Great video,"
 @oliverstemp9132
 ",9 months ago,0.623,0.0,0.377
69,"As much as I missed Rory, I enjoyed the  video too.","
 @amit548
 ",9 months ago,0.264,0.176,0.56
70,I really like Alex filming videos,"
 @user-ho9cu1vc3b
 ",9 months ago,0.411,0.0,0.589
71,Wait... did the 'perfect seat position' by Mercedes make the center console too far? lol haha,"
 @FirestormX9
 ",9 months ago,0.422,0.0,0.578
72,She’s pretty good. Nice work ,"
 @mblondon1000
 ",9 months ago,0.817,0.0,0.183
73,"So it has got ""everything for going of road"" so presumably a low transfer box?, and at a minimum a locking rear differential,?  does the centre and front diffs lock as well??","
 @robgeje
 ",9 months ago,0.065,0.103,0.832
74,It missed out front and rear ventilated seats,"
 @sebastiankang74
 ",5 months ago,0.0,0.239,0.761
75,"Blimey, Rory has changed his hair... Loving the new look ","
 @FreedCornet743
 ",9 months ago,0.302,0.0,0.698
76,"Nice feview, but suprised there are 0 drawbacka... A bit more criticiam here andnthere would have been super","
 @panikz
 ",9 months ago,0.341,0.0,0.659
77,There's just something about Rori. I'd probably stop watching the channel if they let him go. 🇿🇦,"
 @cavlynbemaya819
 ",9 months ago,0.0,0.121,0.879
78,Nicely done! Alexandra,"
 @letterpaper
 ",9 months ago,0.615,0.0,0.385
79,"I get that she likes it but…. Has she no criticism, what does she not like about it, what is the charging time, how often do you need to charge etc the quality of the production is good as per usual","
 @SuperMauricem
 ",9 months ago,0.119,0.15,0.731
80,She is amazing!,"
 @swissmade751
 ",9 months ago,0.672,0.0,0.328
81,great video.I'm One of Your Fans.,"
 @festivaljapan
 ",9 months ago,0.451,0.0,0.549
82,What's the range for the diesel plug-in hybrid?,"
 @willimanga740
 ",9 months ago,0.0,0.0,1.0
83,"I love Rory. But i understand he is trying to transition somehow, and I would normally dislike this. But somehow I really like you. Your voice is soothing, you are articulate and I enjoy listening to you! So… this is encouragement for your good job!","
 @theosdoron4965
 ",9 months ago (edited),0.373,0.059,0.568
84,"People, now, re-watch this but focus on the the cameraman/person's skills... I think its called cinematography, but its A-grade work","
 @randomkindness1470
 ",9 months ago,0.0,0.0,1.0
85,"I like what Mercedes have done to the GLC, although, I’d still prefer an X3 or a XC60","
 @H.K_R
 ",9 months ago,0.143,0.0,0.857
86,"well, it'll take us some time to adapt to a new face/voice...but we'll get there","
 @benefankem
 ",9 months ago,0.139,0.0,0.861
87,"I've owned 3 Mercedes vehicles for about 4 years now... And I can tell you this:
Their interior build quality is just polished cheap, scratchy material that's always rattling and squeaky with tons of plastic. I just don't get it. I feel like I was tricked into buying all 2 cars and 1 SUV.
Merc has an excellent marketing team and strategy, but I think their cars are grossly overrated and backed up with a lot of hype.
Looking forward to buying a Porsche or Bimmer this coming winter.
What can I say? I love good interior quality","
 @elijahandrew6790
 ",9 months ago (edited),0.154,0.038,0.808
88,"I understand the love for the interior. But why must MB make the air vents such a prominent design feature? They are so large and there are so many of them. And OMFG, they’re lighted. They resemble industrial HVAC blowers or clean room equipment. It would be such a nice minimalist design without those visual boogers. I could do without the overdone lighting that looks more suited for the buffet table in a chinese restaurant.","
 @doubleclutchonline5811
 ",9 months ago,0.162,0.0,0.838
89,"Why did Mercedes lower the car, it won’t make great use  for countries like South Africa, also the screen could have been a few inches high for the driver to concentrate on the map, feels like you got bend your neck abit for that. Other than that I love Mercedes will defiantly be getting myself one, overall great aesthetics.","
 @akn6360
 ",2 months ago,0.246,0.031,0.722
90,I love your accent but Rory is more relatable for me.,"
 @mrblackbond
 ",9 months ago,0.224,0.0,0.776
91,New evoque vs new GLC?,"
 @1globalmedic
 ",7 months ago,0.0,0.0,1.0
92,"Good review, but Benz isn't the best, neither is the GLC, at least not their interiors. They do indeed look special and cool, but since Benz started sourcing hard plastics inside, the interiors creak and vibrate--excepting the S-Class, of course. I'm not sure what' going on, but what looks like a super-upscale interior makes quality noises--especially the console and center stack.","
 @mspeed2441
 ",9 months ago,0.16,0.117,0.723
93,"Would have loved to hear Rory review this, shame.","
 @XZinvideos
 ",9 months ago,0.269,0.25,0.482
94,1:54 for a second i thought this was a torn seat. i was like what?,"
 @mistermumo
 ",9 months ago,0.185,0.148,0.667
95,Can’t replace Rory Reid,"
 @Fast_car1000
 ",9 months ago,0.0,0.0,1.0
96,"""I really like it in the back too""  Great....","
 @benjaminwitt1762
 ",9 months ago,0.259,0.0,0.741
97,"I'd so much prefer an X3... the GLC looks awful from the back, and exactly the same as all other Mercedes cars from the front! Although the Interior is all fancy and nice looking, it's mostly plastic, it all rattles and squeeks as you drive over normal roads, and MBUX is very slow to boot up too.  X3 ftw","
 @Shaggy12321
 ",9 months ago,0.094,0.046,0.86
98,The Model Y is currently the best selling premium SUV in Europe?!  It's not even close to being that in its home market! This proves one thing very clearly for me. Charging infrastructure is everything for an EV to be successful. This also means that the rest of the world is simply not ready for EVs. So expect far less global interest for your EV YouTube reviews.,"
 @ashdcosta
 ",9 months ago,0.185,0.027,0.788
99,I feel like they should both be in the video at the same time,"
 @Four4headz
 ",9 months ago (edited),0.172,0.0,0.828
100,Beautiful car. Beautiful lady.,"
 @user-ys4og2vv8k
 ",5 months ago,0.796,0.0,0.204
101,Damn man it looks very small,"
 @mg63shooter83
 ",9 months ago,0.0,0.351,0.649
102,"More EVs, plz...","
 @FranciscoNogueira
 ",9 months ago,0.0,0.0,1.0
103,wish they gave her a faster trim but okay,"
 @mochabear88
 ",9 months ago,0.412,0.0,0.588
104,No way she is 191cm tall ,"
 @bogdanandrei7257
 ",9 months ago,0.0,0.306,0.694
105,As if you are 191 cm wow i thought you are tall but not that tall but its nice cause i am 193 and was thinking about gettin this car and now i know how much space i would have,"
 @zyryx1793
 ",9 months ago,0.152,0.0,0.848
106,10/10 Supermarket Car,"
 @philipduncan9337
 ",9 months ago,0.0,0.0,1.0
107,"5:53 she was way too far from the screen with the height set at 1.91m, hence the laugh","
 @Raptorel
 ",9 months ago,0.175,0.0,0.825
108,I cannot decide x1 kia sportage mercedes glc or volvo xc40 please help,"
 @zaiedakhtar3069
 ",6 months ago,0.482,0.0,0.518
109,@5:42 she sets her height at 191cm! I some how doubt that.. ,"
 @amdadurrahman3967
 ",8 months ago,0.0,0.218,0.782
110,"Let me guess, an AMG version with a plug in hybrid as well innit","
 @mntbayandaimran
 ",9 months ago,0.149,0.0,0.851
111,Really Good review but there really are other words to use….really..,"
 @ianbrown1255
 ",9 months ago,0.173,0.0,0.827
112,"The outside of the car looks a bit boring and not so attractive. However, the review is good.","
 @Thorgodoftunder
 ",9 months ago (edited),0.13,0.24,0.63
113,Nice review,"
 @pratikagrawal6400
 ",9 months ago,0.737,0.0,0.263
114,want a 7 seater GLC,"
 @eagleeatsmonkey3621
 ",9 months ago,0.394,0.0,0.606
115,Very nice,"
 @mrmawson2438
 ",9 months ago,0.756,0.0,0.244
116,don't know about the front. Rear looks awesome like the GLE,"
 @TshepisoLetswalo
 ",9 months ago (edited),0.423,0.0,0.577
117,We miss Rory.,"
 @mohsinmunshi7315
 ",9 months ago,0.0,0.444,0.556
118,My initials so why not? GLC in his GLC.,"
 @gregoryuk
 ",9 months ago,0.0,0.0,1.0
119,Actually Volvo XC60 is the best selling mid size SUV in Europe ;),"
 @edgardodj
 ",9 months ago,0.357,0.0,0.643
120,"Thank you for this video, do you know the colors name of this car in your video? Thx","
 @UlasYolda
 ",9 months ago,0.238,0.0,0.762
121,Show us your drift!,"
 @somerandomfella
 ",9 months ago,0.0,0.0,1.0
122,Hardly any change on the outside which is disappointing.,"
 @MW-uh1xv
 ",9 months ago,0.0,0.286,0.714
123,"4:55 ""I really like it in the back too""    (sorry)","
 @phils.3238
 ",9 months ago,0.237,0.0,0.763
124,S63AMG please.,"
 @borjastick
 ",9 months ago,0.697,0.0,0.303
125,beautiful,"
 @saphayr
 ",9 months ago,1.0,0.0,0.0
126,4:57.. Lol!! Did she really just say that! ,"
 @bibhabbag1
 ",9 months ago,0.344,0.0,0.656
127,3:13 it is small SUV lol,"
 @kapitalisttas
 ",9 months ago,0.359,0.0,0.641
128,"OK the GLC is COMPACT not mid size it's crazy that so many call this Mid Size, the Mercedes GLE is midsize. 3:18 because it's a compact SUV.","
 @Qugie
 ",9 months ago (edited),0.097,0.079,0.824
129,"Even Rory was shit at start,but he became what he is in some time ,let's cut some slack for her","
 @pradhyudh
 ",9 months ago,0.0,0.241,0.759
130,Second view... loved the content as always...,"
 @ericbricks7952
 ",9 months ago,0.394,0.0,0.606
131,X3 looks better,"
 @shasha239
 ",9 months ago,0.592,0.0,0.408
132,"I hate those electronic screens. They are everywhere which makes me feel sick. Please make the buttons and layout pretty, so we can have the mechanical feel. Not the big cheap electronic screens!","
 @gao2737
 ",8 months ago (edited),0.135,0.179,0.686
133,"New drinking game, take a shot every time she says “really” ","
 @Mr_Sentoo
 ",9 months ago,0.0,0.0,1.0
134,What is the color of the tasted car?,"
 @tomaszwos8953
 ",8 months ago,0.0,0.0,1.0
135,️‍,"
 @joshuatembo3249
 ",9 months ago,0.0,0.0,1.0
136,Plug in is the way to go until range and infrastructure catch up in north America anyways,"
 @victor9
 ",9 months ago,0.0,0.0,1.0
137,any info on the new glc 63?,"
 @icemanjondoe
 ",9 months ago,0.0,0.0,1.0
138,I think they should just use them both at the same time without none of that condescending justification of why she’s there  no one cares she a women just let her be herself just let them both talk about the car,"
 @emmanuelakintayo1601
 ",8 months ago,0.071,0.052,0.877
139,"The 200+mpg figures are turning into a bit of a joke, if the new tests are 50 miles in distance then Mercedes can claim the GLC 400e does infinity miles per gallon. BMW you started this nonsense.","
 @ktwei
 ",9 months ago (edited),0.057,0.082,0.861
140,"It's impossible to take the throne back from the Tesla Model Y. Mercedes need to make a ground up electric SUV to take back the top spot. Hybrids and mild hybrids are never going to help Mercedes do that. They need to hurry too, because other competitors will be doing the same soo.","
 @chillout1109
 ",9 months ago,0.033,0.042,0.925
141,shes great,"
 @Account1746
 ",9 months ago,0.804,0.0,0.196
142,Where was the GLC the best in his class?,"
 @timwin7155
 ",9 months ago,0.344,0.0,0.656
143,You are Driving the European Version the UK version is different Especially plug in .,"
 @f1b1777
 ",5 months ago,0.0,0.0,1.0
144,"Oh no, they’ve ruined the car! They’ve taken one of the most stunning interiors, removed everything, and replaced it with a huge touch screen. This used to be such a stylish interior. Shame.","
 @johntrinick9657
 ",6 months ago,0.13,0.218,0.652
145,"Let me start out by saing: We have decided to buy a Mercedes GLC in some version. But the road to that decision was not easy.

We drive a Nissan Qashqai 130 hp dCi Tekna model year 2013 from 2017 but want a new car, and want to pay for some extra luxury.

We've zeroed in on a Mercedes GLC as our next new car. We have really used time, energy and extensive research online (including of course youtube review videos)... and we've used most of the last many weekends on 'just for fun' car-trial trips to various car dealers to determine, which car is best for us.

Our orignal plan was to just go test the Mercedes E300 de, be wowed, and basically leave our Qashqai with the dealer and drive home in style.

Oh my GOD were we dissappointed :-(

To make a very long story short(ish), we tried (and almost in that order, and some of them multiple times) Mercedes E300de, BMW 320d, Mercedes C220d, BMW 530d (fabulous engine !!!) .

But we were so dissappointed. First off, we expected the Mercedes E300 de to be nearly silent. It was _not_. It was the estate model, or station wagon... anyway, the equivalent of BMW's 'Touring'... the long thing with a gigantic booth.

While the cabin was fantastic, the road noice, especially from the rear of the cabin stunned me. Also, the engine noise!? We came to Kolding (city in Denmark) expecting luxury.

Dissapointed, we then tried the BMW 320d... and it was a LOT more silent and fun/engaging to drive. But this was a base model BMW and OMFG.... the interior was complete plastic everywhere... pure Dacia :-(((((

We drove back home completely dissappointed.

We agreed that if we could've switched the Mercedes cabin/interior to the BMW and the driving experience vice versa.... maybe...

So we got back into our 2017 (model 2013) Nissan Qashqai... and we felt OMFG.... we have an ok car !!!

Trouble is, that we've driven over 200.000 km in that car, and the mechanical failures are piling up now.

Next trouble is: Buying luxury cars = less advanced systems, unless you pay a LOT of extra money!

Our Qashqai Tekna has as standard:
- 360° camera
- Autopilot
- Automatic parking
- 360° cameras and front/rear parking sensors
- Electric heated windshield
- Lane assist
- Blind assist
- City emergency break assist
- Full leather cabin
- Navigation
- Full skyline roof
- Bi-LED headlights
- Electrically adjustable front seat (driver only)
- Heated front seats
- Electric side view mirrors heated and retractible
- Darkened rear windows
- Railings on the roof
- alot of stuff I dont remember...

... and this is the 2013 model Nissan Qashqai Tekna, J11 (!!!!!!!!!!!!)

Extra features, like ""lane assist"" and ""blind assist"", ""back cameras"" systems are enourmously expensive on all the GLC models... but are bloody STANDARD on a damned Nissan at ½ the original price from 2013 ???

Things like the heated windshield I have yet to even see in any of them.

I DO get the difference in quality (to some extend) of the ride and perception of the car, but still..

When we got back into our Qashqai after our first weekend of car trials... we felt HAPPY.

But then.... of course, we tried the Mercedes GLC 350d Coupe... and we were sold. But that car, with that engine was too expensive for us. Not to mention the yearly climate taxes.

But we found the model car we wanted, and next we're going to test the 22d version of the GLC... and even the GLC 300 e plug-in version.

Still.. we are willing to find the extra money for the GLC... especially the Coupe version. Bloody HELL it's cool !","
 @timholstpetersen79
 ",8 months ago (edited),0.087,0.078,0.835
146,4:56  SHE HAD TO SAY IT,"
 @rjf7023
 ",9 months ago,0.0,0.0,1.0
147,How much is this car,"
 @mbondodaniel4247
 ",9 months ago,0.0,0.0,1.0
148,"Good presentation style but compared to Rory's, but its a bit dull and vanilla. I can't decide whether I like this car or not","
 @calebtheghost7080
 ",9 months ago,0.075,0.238,0.688
149,Rory must come back,"
 @Les27se
 ",9 months ago,0.0,0.0,1.0
150,"Portland, JAMAICA in the Building!!","
 @kreigerbailey3550
 ",9 months ago,0.0,0.0,1.0
151,woah... didn't realise you were 191cm.,"
 @impianotespaul
 ",9 months ago,0.0,0.0,1.0
152,Yea. Mercedes has not been the top or best in quite some time. Their quality and value retention is horrendous. Most lease for 3 yrs than dump them. Than the depreciation hits hard..,"
 @Hannibalmiles8494
 ",9 months ago,0.159,0.192,0.649
153,Excellent vid,"
 @AI-xq7pf
 ",9 months ago,0.787,0.0,0.213
154,Why is a UK based channel providing figures such as MPG? What happened to the metric system L/100KM?,"
 @khazarouf
 ",9 months ago,0.0,0.0,1.0
155,Me gusta Mercedez Benz,"
 @luismiguelgarciacanan5245
 ",9 months ago,0.0,0.0,1.0
156,4:56 thank me later,"
 @justinbenny9692
 ",8 months ago,0.455,0.0,0.545
157,Nice but I want Rory for Christmas,"
 @Uglybutlikable
 ",9 months ago,0.456,0.0,0.544
158,narrower and i'm out. i like wide cars,"
 @thecynicalafro160
 ",9 months ago,0.294,0.0,0.706
159,i still rather buy a tesla model y,"
 @mluu510
 ",8 months ago,0.0,0.0,1.0
160,Digital headlights? What does that mean?,"
 @pastorofmuppets8834
 ",9 months ago,0.0,0.0,1.0
161,"‘I really like it!’
Uhhh…really?
If so, why are you constantly placing your video cam so low when you’re showing the exterior of the car as if there’s something unsightly about the angles or contours of the exterior you’re trying to paper over?  Or rushing when you pan the camera across the exterior features as if to avoid scrutiny over their minutiae?","
 @kindface
 ",9 months ago,0.041,0.085,0.873
162,"Jesus, did they wash that poor car with wire wool!?","
 @thecraigmachine69
 ",9 months ago,0.0,0.274,0.726
163,️️️,"
 @shanfarooq2872
 ",9 months ago,0.0,0.0,1.0
